Date,Fish_Type,Supply_Kg,Price_Per_Kg,Fuel_price,Ice_price_per_block,,,
2025/3/28,Lapu-lapu (Grouper),73 kg,270,53.9,160,,,
2025/3/28,Malasugi (Blue Marlin),829 Kg,290,53.9,160,,,
2025/3/28,Matang Baka (Big-eyed Scads),"1,685 kg",240,53.9,160,,,
2025/3/28,Maya-maya (Snapper),23 kg,340,53.9,160,,,
2025/3/28,Mulmul (Parrot Fish),17 kg,190,53.9,160,,,
2025/3/28,Samaral (Siganid),67 kg,210,53.9,160,,,
2025/3/28,Talakitok (Crevalle),91 kg,270,53.9,160,,,
2025/3/28,Tamban (Indian Sardines),"4,716 kg",90,53.9,160,,,
2025/3/28,Sting Ray,249 Kg,90,53.9,160,,,
2025/3/28,Tanguigue (Spanish Mackerel),279 Kg,290,53.9,160,,,
2025/3/28,Tulingan (Frigate Tuna),473 kg,340,53.9,160,,,
2025/3/29,Alumahan (Striped Mackerel),"1,205 kg",190,53.9,160,,,
2025/3/29,Bangus (Milk Fish),42 kg,190,53.9,160,,,
2025/3/29,Bariles (Yellow Fin Tuna),384 kg,240,53.9,160,,,
2025/3/29,Culisi (Nemipterid),"2,181 kg",113,53.9,160,,,
2025/3/29,Galunggong (Round Scad),975 kg,190,53.9,160,,,
2025/3/29,Gulyasan or puyan (Skipjack tuna),229 kg,190,53.9,160,,,
2025/3/29,Lapu-lapu (Grouper),73 kg,270,53.9,160,,,
2025/3/29,Malasugi (Blue Marlin),829 Kg,290,53.9,160,,,
2025/3/29,Matang Baka (Big-eyed Scads),"1,685 kg",240,53.9,160,,,
2025/3/29,Maya-maya (Snapper),23 kg,340,53.9,160,,,
2025/3/29,Mulmul (Parrot Fish),17 kg,190,53.9,160,,,
2025/3/29,Samaral (Siganid),67 kg,210,53.9,160,,,
2025/3/29,Talakitok (Crevalle),91 kg,270,53.9,160,,,
2025/3/29,Tamban (Indian Sardines),"4,716 kg",90,53.9,160,,,
2025/3/29,Sting Ray,249 Kg,90,53.9,160,,,
2025/3/29,Tanguigue (Spanish Mackerel),279 Kg,290,53.9,160,,,
2025/3/29,Tulingan (Frigate Tuna),473 kg,340,53.9,160,,,
2025/3/30,Alumahan (Striped Mackerel),"1,205 kg",190,53.9,160,,,
2025/3/30,Bangus (Milk Fish),42 kg,190,53.9,160,,,
2025/3/30,Bariles (Yellow Fin Tuna),384 kg,240,53.9,160,,,
2025/3/30,Culisi (Nemipterid),"2,181 kg",113,53.9,160,,,
2025/3/30,Galunggong (Round Scad),975 kg,190,53.9,160,,,
2025/3/30,Gulyasan or puyan (Skipjack tuna),229 kg,190,53.9,160,,,
2025/3/30,Lapu-lapu (Grouper),73 kg,270,53.9,160,,,
2025/3/30,Malasugi (Blue Marlin),829 Kg,290,53.9,160,,,
2025/3/30,Matang Baka (Big-eyed Scads),"1,685 kg",240,53.9,160,,,
2025/3/30,Maya-maya (Snapper),23 kg,340,53.9,160,,,
2025/3/30,Mulmul (Parrot Fish),17 kg,190,53.9,160,,,
2025/3/30,Samaral (Siganid),67 kg,210,53.9,160,,,
2025/3/30,Talakitok (Crevalle),91 kg,270,53.9,160,,,
2025/3/30,Tamban (Indian Sardines),"4,716 kg",90,53.9,160,,,
2025/3/30,Sting Ray,249 Kg,90,53.9,160,,,
2025/3/30,Tanguigue (Spanish Mackerel),279 Kg,290,53.9,160,,,
2025/3/30,Tulingan (Frigate Tuna),473 kg,340,53.9,160,,,
2025/3/31,Alumahan (Striped Mackerel),"1,205 kg",190,53.9,160,,,
2025/3/31,Bangus (Milk Fish),42 kg,190,53.9,160,,,
2025/3/31,Bariles (Yellow Fin Tuna),384 kg,240,53.9,160,,,
2025/3/31,Culisi (Nemipterid),"2,181 kg",113,53.9,160,,,
2025/3/31,Galunggong (Round Scad),975 kg,190,53.9,160,,,
2025/3/31,Gulyasan or puyan (Skipjack tuna),229 kg,190,53.9,160,,,
2025/3/31,Lapu-lapu (Grouper),73 kg,270,53.9,160,,,
2025/3/31,Malasugi (Blue Marlin),829 Kg,290,53.9,160,,,
2025/3/31,Matang Baka (Big-eyed Scads),"1,685 kg",240,53.9,160,,,
2025/3/31,Maya-maya (Snapper),23 kg,340,53.9,160,,,
2025/3/31,Mulmul (Parrot Fish),17 kg,190,53.9,160,,,
2025/3/31,Samaral (Siganid),67 kg,210,53.9,160,,,
2025/3/31,Talakitok (Crevalle),91 kg,270,53.9,160,,,
2025/3/31,Tamban (Indian Sardines),"4,716 kg",90,53.9,160,,,
2025/3/31,Sting Ray,249 Kg,90,53.9,160,,,
2025/3/31,Tanguigue (Spanish Mackerel),279 Kg,290,53.9,160,,,
2025/3/31,Tulingan (Frigate Tuna),473 kg,340,53.9,160,,,
2025/4/1,Alumahan (Striped Mackerel),"1,404 kg",150,55.1,160,,,
2025/4/1,Bangus (Milk Fish),72 kg,200,55.1,160,,,
2025/4/1,Bariles (Yellow Fin Tuna),706 kg,250,55.1,160,,,
2025/4/1,Culisi (Nemipterid),"2,181 Kg",140,55.1,160,,,
2025/4/1,Galunggong (Round Scad),"1,631 kg",180,55.1,160,,,
2025/4/1,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,55.1,160,,,
2025/4/1,Lapu-lapu (Grouper),16 kg,300,55.1,160,,,
2025/4/1,Malasugi (Blue Marlin),795 kg,310,55.1,160,,,
2025/4/1,Matang Baka (Big-eyed Scads),"2,750 kg",200,55.1,160,,,
2025/4/1,Maya-maya (Snapper),19 kg,200,55.1,160,,,
2025/4/1,Mulmul (Parrot Fish),102 kg,180,55.1,160,,,
2025/4/1,Samaral (Siganid),51 kg,250,55.1,160,,,
2025/4/1,Talakitok (Crevalle),42 kg,250,55.1,160,,,
2025/4/1,Tamban (Indian Sardines),"17,987 kg",90,55.1,160,,,
2025/4/1,Sting Ray,239 kg,90,55.1,160,,,
2025/4/1,Tanguigue (Spanish Mackerel),300 kg,299,55.1,160,,,
2025/4/1,Tulingan (Frigate Tuna),656 kg,250,55.1,160,,,
2025/4/2,Alumahan (Striped Mackerel),"1,404 kg",150,55.1,160,,,
2025/4/2,Bangus (Milk Fish),72 kg,200,55.1,160,,,
2025/4/2,Bariles (Yellow Fin Tuna),706 kg,250,55.1,160,,,
2025/4/2,Culisi (Nemipterid),"2,181 Kg",140,55.1,160,,,
2025/4/2,Galunggong (Round Scad),"1,631 kg",180,55.1,160,,,
2025/4/2,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,55.1,160,,,
2025/4/2,Lapu-lapu (Grouper),16 kg,300,55.1,160,,,
2025/4/2,Malasugi (Blue Marlin),795 kg,310,55.1,160,,,
2025/4/2,Matang Baka (Big-eyed Scads),"2,750 kg",200,55.1,160,,,
2025/4/2,Maya-maya (Snapper),19 kg,200,55.1,160,,,
2025/4/2,Mulmul (Parrot Fish),102 kg,180,55.1,160,,,
2025/4/2,Samaral (Siganid),51 kg,250,55.1,160,,,
2025/4/2,Talakitok (Crevalle),42 kg,250,55.1,160,,,
2025/4/2,Tamban (Indian Sardines),"17,987 kg",90,55.1,160,,,
2025/4/2,Sting Ray,239 kg,90,55.1,160,,,
2025/4/2,Tanguigue (Spanish Mackerel),300 kg,299,55.1,160,,,
2025/4/2,Tulingan (Frigate Tuna),656 kg,250,55.1,160,,,
2025/4/3,Alumahan (Striped Mackerel),"1,404 kg",150,55.1,160,,,
2025/4/3,Bangus (Milk Fish),72 kg,200,55.1,160,,,
2025/4/3,Bariles (Yellow Fin Tuna),706 kg,250,55.1,160,,,
2025/4/3,Culisi (Nemipterid),"2,181 Kg",140,55.1,160,,,
2025/4/3,Galunggong (Round Scad),"1,631 kg",180,55.1,160,,,
2025/4/3,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,55.1,160,,,
2025/4/3,Lapu-lapu (Grouper),16 kg,300,55.1,160,,,
2025/4/3,Malasugi (Blue Marlin),795 kg,310,55.1,160,,,
2025/4/3,Matang Baka (Big-eyed Scads),"2,750 kg",200,55.1,160,,,
2025/4/3,Maya-maya (Snapper),19 kg,200,55.1,160,,,
2025/4/3,Mulmul (Parrot Fish),102 kg,180,55.1,160,,,
2025/4/3,Samaral (Siganid),51 kg,250,55.1,160,,,
2025/4/3,Talakitok (Crevalle),42 kg,250,55.1,160,,,
2025/4/3,Tamban (Indian Sardines),"17,987 kg",90,55.1,160,,,
2025/4/3,Sting Ray,239 kg,90,55.1,160,,,
2025/4/3,Tanguigue (Spanish Mackerel),300 kg,299,55.1,160,,,
2025/4/3,Tulingan (Frigate Tuna),656 kg,250,55.1,160,,,
2025/4/4,Alumahan (Striped Mackerel),"1,404 kg",150,55.1,160,,,
2025/4/4,Bangus (Milk Fish),72 kg,200,55.1,160,,,
2025/4/4,Bariles (Yellow Fin Tuna),706 kg,250,55.1,160,,,
2025/4/4,Culisi (Nemipterid),"2,181 Kg",140,55.1,160,,,
2025/4/4,Galunggong (Round Scad),"1,631 kg",180,55.1,160,,,
2025/4/4,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,55.1,160,,,
2025/4/4,Lapu-lapu (Grouper),16 kg,300,55.1,160,,,
2025/4/4,Malasugi (Blue Marlin),795 kg,310,55.1,160,,,
2025/4/4,Matang Baka (Big-eyed Scads),"2,750 kg",200,55.1,160,,,
2025/4/4,Maya-maya (Snapper),19 kg,200,55.1,160,,,
2025/4/4,Mulmul (Parrot Fish),102 kg,180,55.1,160,,,
2025/4/4,Samaral (Siganid),51 kg,250,55.1,160,,,
2025/4/4,Talakitok (Crevalle),42 kg,250,55.1,160,,,
2025/4/4,Tamban (Indian Sardines),"17,987 kg",90,55.1,160,,,
2025/4/4,Sting Ray,239 kg,90,55.1,160,,,
2025/4/4,Tanguigue (Spanish Mackerel),300 kg,299,55.1,160,,,
2025/4/4,Tulingan (Frigate Tuna),656 kg,250,55.1,160,,,
2025/4/5,Alumahan (Striped Mackerel),"1,404 kg",150,55.1,160,,,
2025/4/5,Bangus (Milk Fish),72 kg,200,55.1,160,,,
2025/4/5,Bariles (Yellow Fin Tuna),706 kg,250,55.1,160,,,
2025/4/5,Culisi (Nemipterid),"2,181 Kg",140,55.1,160,,,
2025/4/5,Galunggong (Round Scad),"1,631 kg",180,55.1,160,,,
2025/4/5,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,55.1,160,,,
2025/4/5,Lapu-lapu (Grouper),16 kg,300,55.1,160,,,
2025/4/5,Malasugi (Blue Marlin),795 kg,310,55.1,160,,,
2025/4/5,Matang Baka (Big-eyed Scads),"2,750 kg",200,55.1,160,,,
2025/4/5,Maya-maya (Snapper),19 kg,200,55.1,160,,,
2025/4/5,Mulmul (Parrot Fish),102 kg,180,55.1,160,,,
2025/4/5,Samaral (Siganid),51 kg,250,55.1,160,,,
2025/4/5,Talakitok (Crevalle),42 kg,250,55.1,160,,,
2025/4/5,Tamban (Indian Sardines),"17,987 kg",90,55.1,160,,,
2025/4/5,Sting Ray,239 kg,90,55.1,160,,,
2025/4/5,Tanguigue (Spanish Mackerel),300 kg,299,55.1,160,,,
2025/4/5,Tulingan (Frigate Tuna),656 kg,250,55.1,160,,,
2025/4/6,Alumahan (Striped Mackerel),"1,404 kg",160,55.1,160,,,
2025/4/6,Bangus (Milk Fish),72 kg,210,55.1,160,,,
2025/4/6,Bariles (Yellow Fin Tuna),706 kg,260,55.1,160,,,
2025/4/6,Culisi (Nemipterid),"2,181 Kg",150,55.1,160,,,
2025/4/6,Galunggong (Round Scad),"1,631 kg",190,55.1,160,,,
2025/4/6,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,55.1,160,,,
2025/4/6,Lapu-lapu (Grouper),16 kg,310,55.1,160,,,
2025/4/6,Malasugi (Blue Marlin),795 kg,320,55.1,160,,,
2025/4/6,Matang Baka (Big-eyed Scads),"2,750 kg",210,55.1,160,,,
2025/4/6,Maya-maya (Snapper),19 kg,210,55.1,160,,,
2025/4/6,Mulmul (Parrot Fish),102 kg,190,55.1,160,,,
2025/4/6,Samaral (Siganid),51 kg,260,55.1,160,,,
2025/4/6,Talakitok (Crevalle),42 kg,260,55.1,160,,,
2025/4/6,Tamban (Indian Sardines),"17,987 kg",100,55.1,160,,,
2025/4/6,Sting Ray,239 kg,100,55.1,160,,,
2025/4/6,Tanguigue (Spanish Mackerel),300 kg,309,55.1,160,,,
2025/4/6,Tulingan (Frigate Tuna),656 kg,260,55.1,160,,,
2025/4/7,Alumahan (Striped Mackerel),"1,404 kg",160,55.1,160,,,
2025/4/7,Bangus (Milk Fish),72 kg,210,55.1,160,,,
2025/4/7,Bariles (Yellow Fin Tuna),706 kg,260,55.1,160,,,
2025/4/7,Culisi (Nemipterid),"2,181 Kg",150,55.1,160,,,
2025/4/7,Galunggong (Round Scad),"1,631 kg",190,55.1,160,,,
2025/4/7,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,55.1,160,,,
2025/4/7,Lapu-lapu (Grouper),16 kg,310,55.1,160,,,
2025/4/7,Malasugi (Blue Marlin),795 kg,320,55.1,160,,,
2025/4/7,Matang Baka (Big-eyed Scads),"2,750 kg",210,55.1,160,,,
2025/4/7,Maya-maya (Snapper),19 kg,210,55.1,160,,,
2025/4/7,Mulmul (Parrot Fish),102 kg,190,55.1,160,,,
2025/4/7,Samaral (Siganid),51 kg,260,55.1,160,,,
2025/4/7,Talakitok (Crevalle),42 kg,260,55.1,160,,,
2025/4/7,Tamban (Indian Sardines),"17,987 kg",100,55.1,160,,,
2025/4/7,Sting Ray,239 kg,100,55.1,160,,,
2025/4/7,Tanguigue (Spanish Mackerel),300 kg,309,55.1,160,,,
2025/4/7,Tulingan (Frigate Tuna),656 kg,260,55.1,160,,,
2025/4/8,Alumahan (Striped Mackerel),"1,404 kg",160,55.1,160,,,
2025/4/8,Bangus (Milk Fish),72 kg,210,55.1,160,,,
2025/4/8,Bariles (Yellow Fin Tuna),706 kg,260,55.1,160,,,
2025/4/8,Culisi (Nemipterid),"2,181 Kg",150,55.1,160,,,
2025/4/8,Galunggong (Round Scad),"1,631 kg",190,55.1,160,,,
2025/4/8,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,55.1,160,,,
2025/4/8,Lapu-lapu (Grouper),16 kg,310,55.1,160,,,
2025/4/8,Malasugi (Blue Marlin),795 kg,320,55.1,160,,,
2025/4/8,Matang Baka (Big-eyed Scads),"2,750 kg",210,55.1,160,,,
2025/4/8,Maya-maya (Snapper),19 kg,210,55.1,160,,,
2025/4/8,Mulmul (Parrot Fish),102 kg,190,55.1,160,,,
2025/4/8,Samaral (Siganid),51 kg,260,55.1,160,,,
2025/4/8,Talakitok (Crevalle),42 kg,260,55.1,160,,,
2025/4/8,Tamban (Indian Sardines),"17,987 kg",100,55.1,160,,,
2025/4/8,Sting Ray,239 kg,100,55.1,160,,,
2025/4/8,Tanguigue (Spanish Mackerel),300 kg,309,55.1,160,,,
2025/4/8,Tulingan (Frigate Tuna),656 kg,260,55.1,160,,,
2025/4/9,Alumahan (Striped Mackerel),"1,404 kg",160,55.1,160,,,
2025/4/9,Bangus (Milk Fish),72 kg,210,55.1,160,,,
2025/4/9,Bariles (Yellow Fin Tuna),706 kg,260,55.1,160,,,
2025/4/9,Culisi (Nemipterid),"2,181 Kg",150,55.1,160,,,
2025/4/9,Galunggong (Round Scad),"1,631 kg",190,55.1,160,,,
2025/4/9,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,55.1,160,,,
2025/4/9,Lapu-lapu (Grouper),16 kg,310,55.1,160,,,
2025/4/9,Malasugi (Blue Marlin),795 kg,320,55.1,160,,,
2025/4/9,Matang Baka (Big-eyed Scads),"2,750 kg",210,55.1,160,,,
2025/4/9,Maya-maya (Snapper),19 kg,210,55.1,160,,,
2025/4/9,Mulmul (Parrot Fish),102 kg,190,55.1,160,,,
2025/4/9,Samaral (Siganid),51 kg,260,55.1,160,,,
2025/4/9,Talakitok (Crevalle),42 kg,260,55.1,160,,,
2025/4/9,Tamban (Indian Sardines),"17,987 kg",100,55.1,160,,,
2025/4/9,Sting Ray,239 kg,100,55.1,160,,,
2025/4/9,Tanguigue (Spanish Mackerel),300 kg,309,55.1,160,,,
2025/4/9,Tulingan (Frigate Tuna),656 kg,260,55.1,160,,,
2025/4/10,Alumahan (Striped Mackerel),"1,404 kg",160,55.1,160,,,
2025/4/10,Bangus (Milk Fish),72 kg,210,55.1,160,,,
2025/4/10,Bariles (Yellow Fin Tuna),706 kg,260,55.1,160,,,
2025/4/10,Culisi (Nemipterid),"2,181 Kg",150,55.1,160,,,
2025/4/10,Galunggong (Round Scad),"1,631 kg",190,55.1,160,,,
2025/4/10,Gulyasan or puyan (Skipjack tuna),"1,084 kg",210,55.1,160,,,
2025/4/10,Lapu-lapu (Grouper),16 kg,310,55.1,160,,,
2025/4/10,Malasugi (Blue Marlin),795 kg,320,55.1,160,,,
2025/4/10,Matang Baka (Big-eyed Scads),"2,750 kg",210,55.1,160,,,
2025/4/10,Maya-maya (Snapper),19 kg,210,55.1,160,,,
2025/4/10,Mulmul (Parrot Fish),102 kg,190,55.1,160,,,
2025/4/10,Samaral (Siganid),51 kg,260,55.1,160,,,
2025/4/10,Talakitok (Crevalle),42 kg,260,55.1,160,,,
2025/4/10,Tamban (Indian Sardines),"17,987 kg",100,55.1,160,,,
2025/4/10,Sting Ray,239 kg,100,55.1,160,,,
2025/4/10,Tanguigue (Spanish Mackerel),300 kg,309,55.1,160,,,
2025/4/10,Tulingan (Frigate Tuna),656 kg,260,55.1,160,,,
2025/4/11,Alumahan (Striped Mackerel),"1,404 kg",140,55.1,160,,,
2025/4/11,Bangus (Milk Fish),72 kg,190,55.1,160,,,
2025/4/11,Bariles (Yellow Fin Tuna),706 kg,240,55.1,160,,,
2025/4/11,Culisi (Nemipterid),"2,181 Kg",130,55.1,160,,,
2025/4/11,Galunggong (Round Scad),"1,631 kg",170,55.1,160,,,
2025/4/11,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,55.1,160,,,
2025/4/11,Lapu-lapu (Grouper),16 kg,290,55.1,160,,,
2025/4/11,Malasugi (Blue Marlin),795 kg,300,55.1,160,,,
2025/4/11,Matang Baka (Big-eyed Scads),"2,750 kg",190,55.1,160,,,
2025/4/11,Maya-maya (Snapper),19 kg,190,55.1,160,,,
2025/4/11,Mulmul (Parrot Fish),102 kg,170,55.1,160,,,
2025/4/11,Samaral (Siganid),51 kg,240,55.1,160,,,
2025/4/11,Talakitok (Crevalle),42 kg,240,55.1,160,,,
2025/4/11,Tamban (Indian Sardines),"17,987 kg",80,55.1,160,,,
2025/4/11,Sting Ray,239 kg,80,55.1,160,,,
2025/4/11,Tanguigue (Spanish Mackerel),300 kg,289,55.1,160,,,
2025/4/11,Tulingan (Frigate Tuna),656 kg,240,55.1,160,,,
2025/4/12,Alumahan (Striped Mackerel),"1,404 kg",140,55.1,160,,,
2025/4/12,Bangus (Milk Fish),72 kg,190,55.1,160,,,
2025/4/12,Bariles (Yellow Fin Tuna),706 kg,240,55.1,160,,,
2025/4/12,Culisi (Nemipterid),"2,181 Kg",130,55.1,160,,,
2025/4/12,Galunggong (Round Scad),"1,631 kg",170,55.1,160,,,
2025/4/12,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,55.1,160,,,
2025/4/12,Lapu-lapu (Grouper),16 kg,290,55.1,160,,,
2025/4/12,Malasugi (Blue Marlin),795 kg,300,55.1,160,,,
2025/4/12,Matang Baka (Big-eyed Scads),"2,750 kg",190,55.1,160,,,
2025/4/12,Maya-maya (Snapper),19 kg,190,55.1,160,,,
2025/4/12,Mulmul (Parrot Fish),102 kg,170,55.1,160,,,
2025/4/12,Samaral (Siganid),51 kg,240,55.1,160,,,
2025/4/12,Talakitok (Crevalle),42 kg,240,55.1,160,,,
2025/4/12,Tamban (Indian Sardines),"17,987 kg",80,55.1,160,,,
2025/4/12,Sting Ray,239 kg,80,55.1,160,,,
2025/4/12,Tanguigue (Spanish Mackerel),300 kg,289,55.1,160,,,
2025/4/12,Tulingan (Frigate Tuna),656 kg,240,55.1,160,,,
2025/4/13,Alumahan (Striped Mackerel),"1,404 kg",140,55.1,160,,,
2025/4/13,Bangus (Milk Fish),72 kg,190,55.1,160,,,
2025/4/13,Bariles (Yellow Fin Tuna),706 kg,240,55.1,160,,,
2025/4/13,Culisi (Nemipterid),"2,181 Kg",130,55.1,160,,,
2025/4/13,Galunggong (Round Scad),"1,631 kg",170,55.1,160,,,
2025/4/13,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,55.1,160,,,
2025/4/13,Lapu-lapu (Grouper),16 kg,290,55.1,160,,,
2025/4/13,Malasugi (Blue Marlin),795 kg,300,55.1,160,,,
2025/4/13,Matang Baka (Big-eyed Scads),"2,750 kg",190,55.1,160,,,
2025/4/13,Maya-maya (Snapper),19 kg,190,55.1,160,,,
2025/4/13,Mulmul (Parrot Fish),102 kg,170,55.1,160,,,
2025/4/13,Samaral (Siganid),51 kg,240,55.1,160,,,
2025/4/13,Talakitok (Crevalle),42 kg,240,55.1,160,,,
2025/4/13,Tamban (Indian Sardines),"17,987 kg",80,55.1,160,,,
2025/4/13,Sting Ray,239 kg,80,55.1,160,,,
2025/4/13,Tanguigue (Spanish Mackerel),300 kg,289,55.1,160,,,
2025/4/13,Tulingan (Frigate Tuna),656 kg,240,55.1,160,,,
2025/4/14,Alumahan (Striped Mackerel),"1,404 kg",140,55.1,160,,,
2025/4/14,Bangus (Milk Fish),72 kg,190,55.1,160,,,
2025/4/14,Bariles (Yellow Fin Tuna),706 kg,240,55.1,160,,,
2025/4/14,Culisi (Nemipterid),"2,181 Kg",130,55.1,160,,,
2025/4/14,Galunggong (Round Scad),"1,631 kg",170,55.1,160,,,
2025/4/14,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,55.1,160,,,
2025/4/14,Lapu-lapu (Grouper),16 kg,290,55.1,160,,,
2025/4/14,Malasugi (Blue Marlin),795 kg,300,55.1,160,,,
2025/4/14,Matang Baka (Big-eyed Scads),"2,750 kg",190,55.1,160,,,
2025/4/14,Maya-maya (Snapper),19 kg,190,55.1,160,,,
2025/4/14,Mulmul (Parrot Fish),102 kg,170,55.1,160,,,
2025/4/14,Samaral (Siganid),51 kg,240,55.1,160,,,
2025/4/14,Talakitok (Crevalle),42 kg,240,55.1,160,,,
2025/4/14,Tamban (Indian Sardines),"17,987 kg",80,55.1,160,,,
2025/4/14,Sting Ray,239 kg,80,55.1,160,,,
2025/4/14,Tanguigue (Spanish Mackerel),300 kg,289,55.1,160,,,
2025/4/14,Tulingan (Frigate Tuna),656 kg,240,55.1,160,,,
2025/4/15,Alumahan (Striped Mackerel),"1,404 kg",140,52.2,160,,,
2025/4/15,Bangus (Milk Fish),72 kg,190,52.2,160,,,
2025/4/15,Bariles (Yellow Fin Tuna),706 kg,240,52.2,160,,,
2025/4/15,Culisi (Nemipterid),"2,181 Kg",130,52.2,160,,,
2025/4/15,Galunggong (Round Scad),"1,631 kg",170,52.2,160,,,
2025/4/15,Gulyasan or puyan (Skipjack tuna),"1,084 kg",190,52.2,160,,,
2025/4/15,Lapu-lapu (Grouper),16 kg,290,52.2,160,,,
2025/4/15,Malasugi (Blue Marlin),795 kg,300,52.2,160,,,
2025/4/15,Matang Baka (Big-eyed Scads),"2,750 kg",190,52.2,160,,,
2025/4/15,Maya-maya (Snapper),19 kg,190,52.2,160,,,
2025/4/15,Mulmul (Parrot Fish),102 kg,170,52.2,160,,,
2025/4/15,Samaral (Siganid),51 kg,240,52.2,160,,,
2025/4/15,Talakitok (Crevalle),42 kg,240,52.2,160,,,
2025/4/15,Tamban (Indian Sardines),"17,987 kg",80,52.2,160,,,
2025/4/15,Sting Ray,239 kg,80,52.2,160,,,
2025/4/15,Tanguigue (Spanish Mackerel),300 kg,289,52.2,160,,,
2025/4/15,Tulingan (Frigate Tuna),656 kg,240,52.2,160,,,
2025/4/16,Alumahan (Striped Mackerel),"1,404 kg",150,52.2,160,,,
2025/4/16,Bangus (Milk Fish),72 kg,200,52.2,160,,,
2025/4/16,Bariles (Yellow Fin Tuna),706 kg,250,52.2,160,,,
2025/4/16,Culisi (Nemipterid),"2,181 Kg",140,52.2,160,,,
2025/4/16,Galunggong (Round Scad),"1,631 kg",180,52.2,160,,,
2025/4/16,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.2,160,,,
2025/4/16,Lapu-lapu (Grouper),16 kg,300,52.2,160,,,
2025/4/16,Malasugi (Blue Marlin),795 kg,310,52.2,160,,,
2025/4/16,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.2,160,,,
2025/4/16,Maya-maya (Snapper),19 kg,200,52.2,160,,,
2025/4/16,Mulmul (Parrot Fish),102 kg,180,52.2,160,,,
2025/4/16,Samaral (Siganid),51 kg,250,52.2,160,,,
2025/4/16,Talakitok (Crevalle),42 kg,250,52.2,160,,,
2025/4/16,Tamban (Indian Sardines),"17,987 kg",90,52.2,160,,,
2025/4/16,Sting Ray,239 kg,90,52.2,160,,,
2025/4/16,Tanguigue (Spanish Mackerel),300 kg,299,52.2,160,,,
2025/4/16,Tulingan (Frigate Tuna),656 kg,250,52.2,160,,,
2025/4/17,Alumahan (Striped Mackerel),"1,404 kg",150,52.2,160,,,
2025/4/17,Bangus (Milk Fish),72 kg,200,52.2,160,,,
2025/4/17,Bariles (Yellow Fin Tuna),706 kg,250,52.2,160,,,
2025/4/17,Culisi (Nemipterid),"2,181 Kg",140,52.2,160,,,
2025/4/17,Galunggong (Round Scad),"1,631 kg",180,52.2,160,,,
2025/4/17,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.2,160,,,
2025/4/17,Lapu-lapu (Grouper),16 kg,300,52.2,160,,,
2025/4/17,Malasugi (Blue Marlin),795 kg,310,52.2,160,,,
2025/4/17,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.2,160,,,
2025/4/17,Maya-maya (Snapper),19 kg,200,52.2,160,,,
2025/4/17,Mulmul (Parrot Fish),102 kg,180,52.2,160,,,
2025/4/17,Samaral (Siganid),51 kg,250,52.2,160,,,
2025/4/17,Talakitok (Crevalle),42 kg,250,52.2,160,,,
2025/4/17,Tamban (Indian Sardines),"17,987 kg",90,52.2,160,,,
2025/4/17,Sting Ray,239 kg,90,52.2,160,,,
2025/4/17,Tanguigue (Spanish Mackerel),300 kg,299,52.2,160,,,
2025/4/17,Tulingan (Frigate Tuna),656 kg,250,52.2,160,,,
2025/4/18,Alumahan (Striped Mackerel),"1,404 kg",150,52.2,160,,,
2025/4/18,Bangus (Milk Fish),72 kg,200,52.2,160,,,
2025/4/18,Bariles (Yellow Fin Tuna),706 kg,250,52.2,160,,,
2025/4/18,Culisi (Nemipterid),"2,181 Kg",140,52.2,160,,,
2025/4/18,Galunggong (Round Scad),"1,631 kg",180,52.2,160,,,
2025/4/18,Gulyasan or puyan (Skipjack tuna),"1,084 kg",200,52.2,160,,,
2025/4/18,Lapu-lapu (Grouper),16 kg,300,52.2,160,,,
2025/4/18,Malasugi (Blue Marlin),795 kg,310,52.2,160,,,
2025/4/18,Matang Baka (Big-eyed Scads),"2,750 kg",200,52.2,160,,,
2025/4/18,Maya-maya (Snapper),19 kg,200,52.2,160,,,
2025/4/18,Mulmul (Parrot Fish),102 kg,180,52.2,160,,,
2025/4/18,Samaral (Siganid),51 kg,250,52.2,160,,,
2025/4/18,Talakitok (Crevalle),42 kg,250,52.2,160,,,
2025/4/18,Tamban (Indian Sardines),"17,987 kg",90,52.2,160,,,
2025/4/18,Sting Ray,239 kg,90,52.2,160,,,
2025/4/18,Tanguigue (Spanish Mackerel),300 kg,299,52.2,160,,,
2025/4/18,Tulingan (Frigate Tuna),656 kg,250,52.2,160,,,
2025/4/19,Alumahan (Striped Mackerel),"1,404 kg",150,52.2,160,,,
